remote_unit_id,time_stamp,entries,exits,num_people_exited,sum_exit_entry,week_num,z_score_num_people_exited,z_score_sum_exit_entry
257,1546311600,191,174,0,365,1,-0.36071769755364747,-0.5660717364207518
257,1546326000,66,57,0,123,1,-0.36071769755364747,-1.1263008629037627
257,1546340400,256,185,0,441,1,-0.36071769755364747,-0.39013201074840126
257,1546354800,337,242,0,579,1,-0.36071769755364747,-0.07066250886965957
257,1546369200,388,292,0,680,1,-0.36071769755364747,0.16315212656333256
257,1546383600,200,300,100,500,1,2.1475841728525107,-0.2535472237132871
257,1546398000,63,95,32,158,1,0.4419389009763231,-1.0452759892388643
257,1546412400,176,169,0,345,1,-0.36071769755364747,-0.6123716642292651
257,1546426800,828,446,0,1274,1,-0.36071769755364747,1.5382599824761773
257,1546441200,607,378,0,985,1,-0.36071769755364747,0.8692260256431603
257,1546455600,823,502,0,1325,1,-0.36071769755364747,1.6563247983878864
257,1546470000,246,380,134,626,1,3.000406808790604,0.03814232148034668
257,1546484400,60,33,0,93,1,-0.36071769755364747,-1.1957507546165327
257,1546498800,183,157,0,340,1,-0.36071769755364747,-0.6239466461813934
257,1546513200,814,454,0,1268,1,-0.36071769755364747,1.5243700041336234
257,1546527600,590,361,0,951,1,-0.36071769755364747,0.7905161483686877
257,1546542000,850,619,0,1469,1,-0.36071769755364747,1.989684278609182
257,1546556400,271,424,153,695,1,3.4769841641677743,0.19787707241971753
257,1546570800,78,44,0,122,1,-0.36071769755364747,-1.1286158592941884
257,1546585200,173,170,0,343,1,-0.36071769755364747,-0.6170016570101164
257,1546599600,908,482,0,1390,1,-0.36071769755364747,1.8067995637655545
257,1546614000,655,319,0,974,1,-0.36071769755364747,0.843761065348478
257,1546628400,811,548,0,1359,1,-0.36071769755364747,1.735034675662359
257,1546642800,349,387,38,736,1,0.5924370132006925,0.2927919244271698
257,1546657200,72,46,0,118,1,-0.36071769755364747,-1.137875844855891
257,1546671600,74,28,0,102,1,-0.36071769755364747,-1.1749157871027016
257,1546686000,363,129,0,492,1,-0.36071769755364747,-0.2720671948366924
257,1546700400,343,119,0,462,1,-0.36071769755364747,-0.34151708654946233
257,1546714800,366,96,0,462,1,-0.36071769755364747,-0.34151708654946233
257,1546729200,189,108,0,297,1,-0.36071769755364747,-0.723491490969697
257,1546743600,63,45,0,108,1,-0.36071769755364747,-1.1610258087601477
257,1546758000,62,25,0,87,1,-0.36071769755364747,-1.2096407329590866
257,1546772400,277,105,0,382,1,-0.36071769755364747,-0.5267167977835155
257,1546786800,373,188,0,561,1,-0.36071769755364747,-0.11233244389732153
257,1546801200,334,126,0,460,1,-0.36071769755364747,-0.34614707933031363
257,1546815600,165,105,0,270,1,-0.36071769755364747,-0.78599639351119
257,1546830000,62,28,0,90,1,-0.36071769755364747,-1.2026957437878096
